Z,E,f0,X2i,alpha
30.0,180.0,3.6,23.459632235200065,-0.5381933597621708
30.0,180.0,3.8,-21.511142553791704,0.4934925648995123
50.0,0.0,2.4,-11.27686009483114,0.25870530113846707
50.0,0.0,2.6,-8.96533093629409,0.20567592576084967
50.0,0.0,2.8,-6.42583878835801,0.14741679375550454
50.0,0.0,3.0,-3.16852042577664,0.07268982890810655
50.0,0.0,3.2,2.219411749190516,-0.05091608657872439
50.0,0.0,3.4,17.25174412707595,-0.3957766277161387
50.0,0.0,3.6,-53.754060935350516,1.2331855148286825
50.0,0.0,3.8,-21.511142345280522,0.4934925601160045
50.0,10.0,2.4,-9.131631691991325,0.209491073481085
50.0,10.0,2.6,-6.417475490289122,0.14722492921810426
50.0,10.0,2.8,-3.0713139082657492,0.07045978959097397
50.0,10.0,3.0,2.0062154600516346,-0.04602509655850069
50.0,10.0,3.2,13.428013171954621,-0.3080554482478787
50.0,10.0,3.4,8.300330424269033,-0.1904199807305896
50.0,10.0,3.6,-27.50873537233575,0.6310848594903213
50.0,10.0,3.8,-14.863097583219554,0.34097808288671644
50.0,20.0,2.4,-6.5482338136522005,0.15022468900385452
50.0,20.0,2.6,-2.9257518650830128,0.0671204139226369
50.0,20.0,2.8,2.196955634242507,-0.05040091516299604
50.0,20.0,3.0,12.78439036963534,-0.29328993466578557
50.0,20.0,3.2,60.80509354881806,-1.394945038336506
50.0,20.0,3.4,-37.9644276440188,0.870951541794622
50.0,20.0,3.6,-18.8401573083496,0.43221681646886295
50.0,20.0,3.8,-11.032061082474664,0.25308930504757743
50.0,30.0,2.4,-2.8573525637556747,0.06555124824187614
50.0,30.0,2.6,2.564011946958758,-0.05882164691966283
50.0,30.0,2.8,13.859954764284643,-0.317964729623923
50.0,30.0,3.0,72.9288303701145,-1.6730787527659907
50.0,30.0,3.2,-47.99031144554928,1.1009578792185555
50.0,30.0,3.4,-22.879702750356564,0.5248890506944116
50.0,30.0,3.6,-14.049322405958568,0.3223090606126164
50.0,30.0,3.8,-7.338801346032112,0.16836129882385092
50.0,40.0,2.4,2.723172961112409,-0.06247300002237601
50.0,40.0,2.6,15.045550497286929,-0.3451637813595587
50.0,40.0,2.8,86.15617203312813,-1.9765305451456652
50.0,40.0,3.0,-54.09421573198605,1.24098909209729
50.0,40.0,3.2,-25.790674556415507,0.5916703915427608
50.0,40.0,3.4,-16.61582523704003,0.38118785153527707
50.0,40.0,3.6,-10.415560205733636,0.2389460024236031
50.0,40.0,3.8,-3.0044050376893527,0.06892481625923641
50.0,50.0,2.4,15.128710171505343,-0.34707156849004844
50.0,50.0,2.6,92.75712221906352,-2.1279646137863835
50.0,50.0,2.8,-58.2846751480197,1.3371234819910172
50.0,50.0,3.0,-27.75166934943826,0.6366580693354872
50.0,50.0,3.2,-18.42907778509607,0.42278613709882196
50.0,50.0,3.4,-12.691957149909276,0.2911694007810573
50.0,50.0,3.6,-7.0192363202144366,0.16103007669798824
50.0,50.0,3.8,3.553516783478799,-0.08152212777667217
50.0,60.0,2.4,79.83927951142871,-1.8316131152633315
50.0,60.0,2.6,-65.3295675838908,1.4987421421307778
50.0,60.0,2.8,-29.705731802570348,0.6814867105644957
50.0,60.0,3.0,-19.882301964943377,0.45612492075912675
50.0,60.0,3.2,-14.292957648123393,0.3278983583570377
50.0,60.0,3.4,-9.541515368211329,0.21889431862171083
50.0,60.0,3.6,-3.0995843562023495,0.07110834909115878
50.0,60.0,3.8,17.877227991142647,-0.41012601132557064
50.0,70.0,2.4,-83.51778680243022,1.9160026819029665
50.0,70.0,2.6,-32.64503705778887,0.748918056240029
50.0,70.0,2.8,-21.48322201202211,0.4928520326852515
50.0,70.0,3.0,-15.65902149627156,0.3592375747911879
50.0,70.0,3.2,-11.239236427305286,0.2578421670607755
50.0,70.0,3.4,-6.443207011955527,0.14781524256822817
50.0,70.0,3.6,2.7009604476659104,-0.06196341713033919
50.0,70.0,3.8,-20.213881805623284,0.4637317777931924
50.0,80.0,2.4,-37.90893824953492,0.8696785455537159
50.0,80.0,2.6,-23.68589931426143,0.5433842100816779
50.0,80.0,2.8,-17.160899592802416,0.393692540266407
50.0,80.0,3.0,-12.675638856278388,0.2907950386773916
50.0,80.0,3.2,-8.491650589557711,0.19480910505763127
50.0,80.0,3.4,-2.719684610485322,0.06239297288788395
50.0,80.0,3.6,14.967711538524796,-0.34337805810880273
50.0,80.0,3.8,-34.49152274996593,0.7912787517727771
50.0,90.0,2.4,-27.064886760988497,0.6209024161778329
50.0,90.0,2.6,-19.091788489338246,0.4379895510692801
50.0,90.0,2.8,-14.19505693177637,0.32565239324873263
50.0,90.0,3.0,-10.130521932836546,0.2324068672737727
50.0,90.0,3.2,-5.5412298532645075,0.127122756317899
50.0,90.0,3.4,2.9923241710549484,-0.06864766604061308
50.0,90.0,3.6,17.400876720218093,-0.39919791627465184
50.0,90.0,3.8,-21.641908104472638,0.4964924904889904
